geo_name,date_year,date_month,vessel_type,total,UA,RU,longitude,latitude,iso2
MJIMWEMA TERMINAL (TZ),2022,10,Cargo,72,0,0,39.366667,-6.816667,TZ
MJIMWEMA TERMINAL (TZ),2022,10,Tanker,24,0,0,39.366667,-6.816667,TZ
MOCAMBIQUE (MZ),2021,8,Tanker,1,0,0,40.733333,-15.033333,MZ
MOCAMBIQUE (MZ),2021,11,Tanker,1,0,0,40.733333,-15.033333,MZ
MOCAMBIQUE (MZ),2021,12,Tanker,1,0,0,40.733333,-15.033333,MZ
MOCAMBIQUE (MZ),2022,1,Tanker,1,0,0,40.733333,-15.033333,MZ
MOCAMBIQUE (MZ),2022,2,Tanker,1,0,0,40.733333,-15.033333,MZ
MOCAMBIQUE (MZ),2022,3,Tanker,2,0,0,40.733333,-15.033333,MZ
MOCAMBIQUE (MZ),2022,5,Tanker,1,0,0,40.733333,-15.033333,MZ
MOCAMBIQUE (MZ),2022,7,Tanker,1,0,0,40.733333,-15.033333,MZ
MOCAMBIQUE (MZ),2022,10,Tanker,1,0,0,40.733333,-15.033333,MZ
MOMBASA (KE),2021,8,Cargo,86,0,0,39.666667,-4.066667,KE
MOMBASA (KE),2021,8,Tanker,25,0,0,39.666667,-4.066667,KE
MOMBASA (KE),2021,9,Cargo,86,3,4,39.666667,-4.066667,KE
MOMBASA (KE),2021,9,Tanker,25,0,0,39.666667,-4.066667,KE
MOMBASA (KE),2021,10,Cargo,83,5,0,39.666667,-4.066667,KE
MOMBASA (KE),2021,10,Tanker,28,0,0,39.666667,-4.066667,KE
MOMBASA (KE),2021,11,Cargo,78,3,0,39.666667,-4.066667,KE
MOMBASA (KE),2021,11,Tanker,24,0,0,39.666667,-4.066667,KE
MOMBASA (KE),2021,12,Cargo,83,1,0,39.666667,-4.066667,KE
MOMBASA (KE),2021,12,Tanker,26,0,0,39.666667,-4.066667,KE
MOMBASA (KE),2022,1,Cargo,78,1,1,39.666667,-4.066667,KE
MOMBASA (KE),2022,1,Tanker,22,0,0,39.666667,-4.066667,KE
MOMBASA (KE),2022,2,Cargo,74,0,0,39.666667,-4.066667,KE
MOMBASA (KE),2022,2,Tanker,23,0,0,39.666667,-4.066667,KE
MOMBASA (KE),2022,3,Cargo,89,0,0,39.666667,-4.066667,KE
MOMBASA (KE),2022,3,Tanker,30,0,0,39.666667,-4.066667,KE
MOMBASA (KE),2022,4,Cargo,90,0,0,39.666667,-4.066667,KE
MOMBASA (KE),2022,4,Tanker,25,0,0,39.666667,-4.066667,KE
MOMBASA (KE),2022,5,Cargo,90,0,1,39.666667,-4.066667,KE
MOMBASA (KE),2022,5,Tanker,23,0,0,39.666667,-4.066667,KE
MOMBASA (KE),2022,6,Cargo,83,0,2,39.666667,-4.066667,KE
MOMBASA (KE),2022,6,Tanker,20,0,0,39.666667,-4.066667,KE
MOMBASA (KE),2022,7,Cargo,85,0,0,39.666667,-4.066667,KE
MOMBASA (KE),2022,7,Tanker,26,0,0,39.666667,-4.066667,KE
MOMBASA (KE),2022,8,Cargo,80,0,3,39.666667,-4.066667,KE
MOMBASA (KE),2022,8,Tanker,23,0,0,39.666667,-4.066667,KE
MOMBASA (KE),2022,9,Cargo,90,0,1,39.666667,-4.066667,KE
MOMBASA (KE),2022,9,Tanker,23,0,0,39.666667,-4.066667,KE
MOMBASA (KE),2022,10,Cargo,88,1,3,39.666667,-4.066667,KE
MOMBASA (KE),2022,10,Tanker,24,0,0,39.666667,-4.066667,KE
MTWARA (TZ),2022,10,Tanker,1,0,0,40.2,-10.266667,TZ
MYKOLAYIV (UA),2021,8,Cargo,160,160,23,31.983333,46.95,UA
MYKOLAYIV (UA),2021,8,Tanker,31,31,4,31.983333,46.95,UA
MYKOLAYIV (UA),2021,9,Cargo,125,125,26,31.983333,46.95,UA
MYKOLAYIV (UA),2021,9,Tanker,24,24,3,31.983333,46.95,UA
MYKOLAYIV (UA),2021,10,Cargo,143,143,35,31.983333,46.95,UA
MYKOLAYIV (UA),2021,10,Tanker,38,38,6,31.983333,46.95,UA
MYKOLAYIV (UA),2021,11,Cargo,165,165,39,31.983333,46.95,UA
MYKOLAYIV (UA),2021,11,Tanker,35,35,7,31.983333,46.95,UA
MYKOLAYIV (UA),2021,12,Tanker,36,36,9,31.983333,46.95,UA
MYKOLAYIV (UA),2021,12,Cargo,162,162,33,31.983333,46.95,UA
MYKOLAYIV (UA),2022,1,Cargo,153,153,22,31.983333,46.95,UA
MYKOLAYIV (UA),2022,1,Tanker,30,30,6,31.983333,46.95,UA
MYKOLAYIV (UA),2022,2,Cargo,139,139,22,31.983333,46.95,UA
MYKOLAYIV (UA),2022,2,Tanker,25,25,4,31.983333,46.95,UA
MYKOLAYIV (UA),2022,3,Cargo,23,23,0,31.983333,46.95,UA
MYKOLAYIV (UA),2022,3,Tanker,5,5,1,31.983333,46.95,UA
MYKOLAYIV (UA),2022,4,Cargo,8,8,0,31.983333,46.95,UA
MYKOLAYIV (UA),2022,5,Cargo,7,7,0,31.983333,46.95,UA
MYKOLAYIV (UA),2022,6,Cargo,11,11,1,31.983333,46.95,UA
MYKOLAYIV (UA),2022,7,Cargo,8,8,0,31.983333,46.95,UA
MYKOLAYIV (UA),2022,8,Cargo,11,11,0,31.983333,46.95,UA
MYKOLAYIV (UA),2022,9,Cargo,15,15,1,31.983333,46.95,UA
MYKOLAYIV (UA),2022,10,Cargo,25,25,0,31.983333,46.95,UA
MYKOLAYIV (UA),2022,10,Tanker,1,1,0,31.983333,46.95,UA
NACALA (MZ),2021,8,Cargo,24,0,0,40.666667,-14.533333,MZ
NACALA (MZ),2021,8,Tanker,4,0,0,40.666667,-14.533333,MZ
NACALA (MZ),2021,9,Cargo,25,1,1,40.666667,-14.533333,MZ
NACALA (MZ),2021,9,Tanker,7,0,0,40.666667,-14.533333,MZ
NACALA (MZ),2021,10,Cargo,26,0,1,40.666667,-14.533333,MZ
NACALA (MZ),2021,10,Tanker,6,0,0,40.666667,-14.533333,MZ
NACALA (MZ),2021,11,Cargo,23,0,0,40.666667,-14.533333,MZ
NACALA (MZ),2021,11,Tanker,14,0,0,40.666667,-14.533333,MZ
NACALA (MZ),2021,12,Cargo,34,1,0,40.666667,-14.533333,MZ
NACALA (MZ),2021,12,Tanker,12,0,0,40.666667,-14.533333,MZ
NACALA (MZ),2022,1,Cargo,25,0,0,40.666667,-14.533333,MZ
NACALA (MZ),2022,1,Tanker,16,0,0,40.666667,-14.533333,MZ
NACALA (MZ),2022,2,Cargo,29,0,0,40.666667,-14.533333,MZ
NACALA (MZ),2022,2,Tanker,11,0,0,40.666667,-14.533333,MZ
NACALA (MZ),2022,3,Cargo,28,1,0,40.666667,-14.533333,MZ
NACALA (MZ),2022,3,Tanker,12,0,0,40.666667,-14.533333,MZ
NACALA (MZ),2022,4,Cargo,23,0,0,40.666667,-14.533333,MZ
NACALA (MZ),2022,4,Tanker,18,0,0,40.666667,-14.533333,MZ
NACALA (MZ),2022,5,Tanker,15,0,0,40.666667,-14.533333,MZ
NACALA (MZ),2022,5,Cargo,34,0,1,40.666667,-14.533333,MZ
NACALA (MZ),2022,6,Cargo,16,0,0,40.666667,-14.533333,MZ
NACALA (MZ),2022,6,Tanker,18,0,0,40.666667,-14.533333,MZ
NACALA (MZ),2022,7,Cargo,42,0,0,40.666667,-14.533333,MZ
NACALA (MZ),2022,7,Tanker,15,0,0,40.666667,-14.533333,MZ
NACALA (MZ),2022,8,Cargo,35,0,1,40.666667,-14.533333,MZ
NACALA (MZ),2022,8,Tanker,15,0,0,40.666667,-14.533333,MZ
NACALA (MZ),2022,9,Tanker,16,0,1,40.666667,-14.533333,MZ
NACALA (MZ),2022,9,Cargo,32,0,0,40.666667,-14.533333,MZ
NACALA (MZ),2022,10,Tanker,17,0,0,40.666667,-14.533333,MZ
NACALA (MZ),2022,10,Cargo,46,0,0,40.666667,-14.533333,MZ
NOVOROSSIYSK (RU),2021,8,Cargo,168,44,168,37.783333,44.716667,RU
NOVOROSSIYSK (RU),2021,8,Tanker,129,9,129,37.783333,44.716667,RU
NOVOROSSIYSK (RU),2021,9,Tanker,114,11,114,37.783333,44.716667,RU
NOVOROSSIYSK (RU),2021,9,Cargo,187,63,187,37.783333,44.716667,RU
NOVOROSSIYSK (RU),2021,10,Tanker,141,14,141,37.783333,44.716667,RU
NOVOROSSIYSK (RU),2021,10,Cargo,208,59,208,37.783333,44.716667,RU
NOVOROSSIYSK (RU),2021,11,Tanker,131,11,131,37.783333,44.716667,RU
NOVOROSSIYSK (RU),2021,11,Cargo,190,70,190,37.783333,44.716667,RU
NOVOROSSIYSK (RU),2021,12,Cargo,226,79,226,37.783333,44.716667,RU
NOVOROSSIYSK (RU),2021,12,Tanker,171,15,171,37.783333,44.716667,RU
NOVOROSSIYSK (RU),2022,1,Cargo,224,81,224,37.783333,44.716667,RU
NOVOROSSIYSK (RU),2022,1,Tanker,148,10,148,37.783333,44.716667,RU
NOVOROSSIYSK (RU),2022,2,Cargo,212,61,212,37.783333,44.716667,RU
NOVOROSSIYSK (RU),2022,2,Tanker,154,7,154,37.783333,44.716667,RU
NOVOROSSIYSK (RU),2022,3,Cargo,215,37,215,37.783333,44.716667,RU
NOVOROSSIYSK (RU),2022,3,Tanker,146,7,146,37.783333,44.716667,RU
NOVOROSSIYSK (RU),2022,4,Cargo,226,17,226,37.783333,44.716667,RU
NOVOROSSIYSK (RU),2022,4,Tanker,148,2,148,37.783333,44.716667,RU
NOVOROSSIYSK (RU),2022,5,Cargo,210,14,210,37.783333,44.716667,RU
NOVOROSSIYSK (RU),2022,5,Tanker,151,2,151,37.783333,44.716667,RU
NOVOROSSIYSK (RU),2022,6,Cargo,195,9,195,37.783333,44.716667,RU
NOVOROSSIYSK (RU),2022,6,Tanker,135,1,135,37.783333,44.716667,RU
NOVOROSSIYSK (RU),2022,7,Cargo,214,11,214,37.783333,44.716667,RU
NOVOROSSIYSK (RU),2022,7,Tanker,125,2,125,37.783333,44.716667,RU
NOVOROSSIYSK (RU),2022,8,Tanker,118,3,118,37.783333,44.716667,RU
NOVOROSSIYSK (RU),2022,8,Cargo,214,13,214,37.783333,44.716667,RU
NOVOROSSIYSK (RU),2022,9,Tanker,114,3,114,37.783333,44.716667,RU
NOVOROSSIYSK (RU),2022,9,Cargo,182,12,182,37.783333,44.716667,RU
NOVOROSSIYSK (RU),2022,10,Tanker,121,3,121,37.783333,44.716667,RU
NOVOROSSIYSK (RU),2022,10,Cargo,202,15,202,37.783333,44.716667,RU
NUWEIBA EL MUZEIMA (EG),2021,8,Cargo,6,0,0,34.65,28.966667,EG
NUWEIBA EL MUZEIMA (EG),2021,8,Tanker,1,0,0,34.65,28.966667,EG
NUWEIBA EL MUZEIMA (EG),2021,9,Cargo,3,0,0,34.65,28.966667,EG
NUWEIBA EL MUZEIMA (EG),2021,10,Cargo,5,1,0,34.65,28.966667,EG
NUWEIBA EL MUZEIMA (EG),2021,11,Tanker,2,0,0,34.65,28.966667,EG
NUWEIBA EL MUZEIMA (EG),2021,11,Cargo,3,0,0,34.65,28.966667,EG
NUWEIBA EL MUZEIMA (EG),2021,12,Cargo,3,0,0,34.65,28.966667,EG
NUWEIBA EL MUZEIMA (EG),2022,1,Cargo,5,0,0,34.65,28.966667,EG
NUWEIBA EL MUZEIMA (EG),2022,2,Cargo,2,0,0,34.65,28.966667,EG
NUWEIBA EL MUZEIMA (EG),2022,2,Tanker,2,0,0,34.65,28.966667,EG
NUWEIBA EL MUZEIMA (EG),2022,3,Cargo,4,0,0,34.65,28.966667,EG
NUWEIBA EL MUZEIMA (EG),2022,4,Cargo,4,0,0,34.65,28.966667,EG
NUWEIBA EL MUZEIMA (EG),2022,5,Cargo,6,0,0,34.65,28.966667,EG
NUWEIBA EL MUZEIMA (EG),2022,6,Cargo,5,0,0,34.65,28.966667,EG
NUWEIBA EL MUZEIMA (EG),2022,6,Tanker,1,0,0,34.65,28.966667,EG
NUWEIBA EL MUZEIMA (EG),2022,7,Cargo,4,0,0,34.65,28.966667,EG
NUWEIBA EL MUZEIMA (EG),2022,8,Cargo,4,0,0,34.65,28.966667,EG
NUWEIBA EL MUZEIMA (EG),2022,8,Tanker,1,0,0,34.65,28.966667,EG
NUWEIBA EL MUZEIMA (EG),2022,9,Cargo,10,0,1,34.65,28.966667,EG
NUWEIBA EL MUZEIMA (EG),2022,9,Tanker,1,0,0,34.65,28.966667,EG
NUWEIBA EL MUZEIMA (EG),2022,10,Cargo,2,0,0,34.65,28.966667,EG
NUWEIBA EL MUZEIMA (EG),2022,10,Tanker,1,0,0,34.65,28.966667,EG
ODESA (UA),2021,8,Cargo,42,42,6,30.733333,46.483333,UA
ODESA (UA),2021,8,Tanker,15,15,3,30.733333,46.483333,UA
ODESA (UA),2021,9,Cargo,31,31,6,30.733333,46.483333,UA
ODESA (UA),2021,9,Tanker,8,8,0,30.733333,46.483333,UA
ODESA (UA),2021,10,Cargo,41,41,5,30.733333,46.483333,UA
ODESA (UA),2021,10,Tanker,13,13,2,30.733333,46.483333,UA
ODESA (UA),2021,11,Cargo,35,35,5,30.733333,46.483333,UA
ODESA (UA),2021,11,Tanker,16,16,3,30.733333,46.483333,UA
ODESA (UA),2021,12,Cargo,51,51,6,30.733333,46.483333,UA
ODESA (UA),2021,12,Tanker,17,17,3,30.733333,46.483333,UA
ODESA (UA),2022,1,Cargo,36,36,10,30.733333,46.483333,UA
ODESA (UA),2022,1,Tanker,9,9,1,30.733333,46.483333,UA
ODESA (UA),2022,2,Cargo,46,46,8,30.733333,46.483333,UA
ODESA (UA),2022,2,Tanker,12,12,1,30.733333,46.483333,UA
ODESA (UA),2022,4,Cargo,2,2,0,30.733333,46.483333,UA
ODESA (UA),2022,5,Cargo,1,1,0,30.733333,46.483333,UA
ODESA (UA),2022,6,Cargo,1,1,0,30.733333,46.483333,UA
ODESA (UA),2022,8,Tanker,5,5,0,30.733333,46.483333,UA
ODESA (UA),2022,8,Cargo,28,28,3,30.733333,46.483333,UA
ODESA (UA),2022,9,Tanker,17,17,0,30.733333,46.483333,UA
ODESA (UA),2022,9,Cargo,107,107,7,30.733333,46.483333,UA
ODESA (UA),2022,10,Cargo,114,114,2,30.733333,46.483333,UA
ODESA (UA),2022,10,Tanker,18,18,0,30.733333,46.483333,UA
PEBANE (MZ),2021,8,Cargo,1,0,0,38.15,-17.266667,MZ
PEBANE (MZ),2021,9,Cargo,2,0,0,38.15,-17.266667,MZ
PEBANE (MZ),2021,10,Cargo,5,0,0,38.15,-17.266667,MZ
PEBANE (MZ),2021,11,Cargo,4,0,0,38.15,-17.266667,MZ
PEBANE (MZ),2021,12,Cargo,3,0,0,38.15,-17.266667,MZ
PEBANE (MZ),2022,1,Cargo,4,0,0,38.15,-17.266667,MZ
PEBANE (MZ),2022,2,Cargo,5,0,0,38.15,-17.266667,MZ
PEBANE (MZ),2022,3,Cargo,1,0,0,38.15,-17.266667,MZ
PEBANE (MZ),2022,4,Cargo,3,0,0,38.15,-17.266667,MZ
PEBANE (MZ),2022,5,Cargo,5,0,0,38.15,-17.266667,MZ
PEBANE (MZ),2022,6,Cargo,4,0,0,38.15,-17.266667,MZ
PEBANE (MZ),2022,7,Cargo,3,0,0,38.15,-17.266667,MZ
PEBANE (MZ),2022,8,Cargo,1,0,0,38.15,-17.266667,MZ
PEBANE (MZ),2022,9,Cargo,1,0,0,38.15,-17.266667,MZ
PEBANE (MZ),2022,10,Cargo,4,0,0,38.15,-17.266667,MZ
PEMBA (MZ),2021,8,Tanker,3,0,0,40.5,-12.966667,MZ
PEMBA (MZ),2021,8,Cargo,9,0,0,40.5,-12.966667,MZ
PEMBA (MZ),2021,9,Cargo,10,0,0,40.5,-12.966667,MZ
PEMBA (MZ),2021,9,Tanker,1,0,0,40.5,-12.966667,MZ
PEMBA (MZ),2021,10,Cargo,10,0,0,40.5,-12.966667,MZ
PEMBA (MZ),2021,10,Tanker,2,0,0,40.5,-12.966667,MZ
PEMBA (MZ),2021,11,Cargo,5,0,0,40.5,-12.966667,MZ
PEMBA (MZ),2021,11,Tanker,3,0,0,40.5,-12.966667,MZ
PEMBA (MZ),2021,12,Cargo,5,0,0,40.5,-12.966667,MZ
PEMBA (MZ),2021,12,Tanker,2,0,0,40.5,-12.966667,MZ
PEMBA (MZ),2022,1,Cargo,7,0,0,40.5,-12.966667,MZ
PEMBA (MZ),2022,1,Tanker,3,0,0,40.5,-12.966667,MZ
PEMBA (MZ),2022,2,Cargo,7,0,0,40.5,-12.966667,MZ
PEMBA (MZ),2022,2,Tanker,4,0,0,40.5,-12.966667,MZ
PEMBA (MZ),2022,3,Cargo,7,0,0,40.5,-12.966667,MZ
PEMBA (MZ),2022,3,Tanker,2,0,0,40.5,-12.966667,MZ
PEMBA (MZ),2022,4,Tanker,3,0,0,40.5,-12.966667,MZ
PEMBA (MZ),2022,4,Cargo,3,0,0,40.5,-12.966667,MZ
PEMBA (MZ),2022,5,Cargo,6,0,0,40.5,-12.966667,MZ
PEMBA (MZ),2022,5,Tanker,2,0,0,40.5,-12.966667,MZ
PEMBA (MZ),2022,6,Cargo,6,0,0,40.5,-12.966667,MZ
PEMBA (MZ),2022,6,Tanker,3,0,0,40.5,-12.966667,MZ
PEMBA (MZ),2022,7,Cargo,9,0,0,40.5,-12.966667,MZ
PEMBA (MZ),2022,8,Cargo,8,0,0,40.5,-12.966667,MZ
PEMBA (MZ),2022,8,Tanker,3,0,0,40.5,-12.966667,MZ
PEMBA (MZ),2022,9,Cargo,5,0,0,40.5,-12.966667,MZ
PEMBA (MZ),2022,9,Tanker,2,0,0,40.5,-12.966667,MZ
PEMBA (MZ),2022,10,Cargo,6,0,0,40.5,-12.966667,MZ
PEMBA (MZ),2022,10,Tanker,4,0,0,40.5,-12.966667,MZ
PORT OKTYABRSK (UA),2022,4,Cargo,1,1,0,31.933333,46.833333,UA
PORTO BELO (MZ),2021,10,Cargo,1,0,0,37.183333,-17.7,MZ
PORTO BELO (MZ),2021,11,Cargo,1,0,0,37.183333,-17.7,MZ
PORTO BELO (MZ),2021,12,Cargo,1,0,0,37.183333,-17.7,MZ
PORTO BELO (MZ),2022,1,Cargo,1,0,0,37.183333,-17.7,MZ
PORTO BELO (MZ),2022,2,Cargo,2,0,0,37.183333,-17.7,MZ
PORTO BELO (MZ),2022,4,Cargo,2,0,0,37.183333,-17.7,MZ
PORTO BELO (MZ),2022,5,Cargo,3,0,0,37.183333,-17.7,MZ
PORTO BELO (MZ),2022,6,Cargo,3,0,0,37.183333,-17.7,MZ
PORTO BELO (MZ),2022,7,Cargo,2,0,0,37.183333,-17.7,MZ
PORTO BELO (MZ),2022,10,Cargo,1,0,0,37.183333,-17.7,MZ
QUELIMANE (MZ),2021,8,Cargo,4,0,0,36.883333,-17.883333,MZ
QUELIMANE (MZ),2021,9,Cargo,6,0,0,36.883333,-17.883333,MZ
QUELIMANE (MZ),2021,10,Cargo,6,0,0,36.883333,-17.883333,MZ
QUELIMANE (MZ),2021,11,Cargo,6,0,0,36.883333,-17.883333,MZ
QUELIMANE (MZ),2021,12,Cargo,5,0,0,36.883333,-17.883333,MZ
QUELIMANE (MZ),2022,1,Cargo,6,0,0,36.883333,-17.883333,MZ
QUELIMANE (MZ),2022,2,Cargo,5,0,0,36.883333,-17.883333,MZ
QUELIMANE (MZ),2022,3,Cargo,6,0,0,36.883333,-17.883333,MZ
QUELIMANE (MZ),2022,4,Cargo,5,0,0,36.883333,-17.883333,MZ
QUELIMANE (MZ),2022,5,Cargo,5,0,0,36.883333,-17.883333,MZ
QUELIMANE (MZ),2022,6,Cargo,5,0,0,36.883333,-17.883333,MZ
QUELIMANE (MZ),2022,7,Cargo,5,0,0,36.883333,-17.883333,MZ
QUELIMANE (MZ),2022,8,Cargo,8,0,0,36.883333,-17.883333,MZ
QUELIMANE (MZ),2022,9,Cargo,7,0,0,36.883333,-17.883333,MZ
QUELIMANE (MZ),2022,10,Cargo,6,0,0,36.883333,-17.883333,MZ
RAS ABU ZANIMAH (EG),2021,8,Tanker,14,0,0,33.116667,29.033333,EG
RAS ABU ZANIMAH (EG),2021,8,Cargo,3,0,0,33.116667,29.033333,EG
RAS ABU ZANIMAH (EG),2021,9,Tanker,11,0,0,33.116667,29.033333,EG
RAS ABU ZANIMAH (EG),2021,9,Cargo,2,1,0,33.116667,29.033333,EG
RAS ABU ZANIMAH (EG),2021,10,Tanker,9,0,0,33.116667,29.033333,EG
RAS ABU ZANIMAH (EG),2021,10,Cargo,2,0,0,33.116667,29.033333,EG
RAS ABU ZANIMAH (EG),2021,11,Tanker,10,0,0,33.116667,29.033333,EG
RAS ABU ZANIMAH (EG),2021,11,Cargo,1,0,0,33.116667,29.033333,EG
RAS ABU ZANIMAH (EG),2021,12,Tanker,14,0,0,33.116667,29.033333,EG
RAS ABU ZANIMAH (EG),2021,12,Cargo,4,0,0,33.116667,29.033333,EG
RAS ABU ZANIMAH (EG),2022,1,Tanker,9,0,0,33.116667,29.033333,EG
RAS ABU ZANIMAH (EG),2022,1,Cargo,1,0,0,33.116667,29.033333,EG
RAS ABU ZANIMAH (EG),2022,2,Tanker,12,0,0,33.116667,29.033333,EG
RAS ABU ZANIMAH (EG),2022,2,Cargo,2,0,0,33.116667,29.033333,EG
RAS ABU ZANIMAH (EG),2022,3,Tanker,13,0,0,33.116667,29.033333,EG
RAS ABU ZANIMAH (EG),2022,3,Cargo,3,0,0,33.116667,29.033333,EG
RAS ABU ZANIMAH (EG),2022,4,Tanker,12,0,0,33.116667,29.033333,EG
RAS ABU ZANIMAH (EG),2022,4,Cargo,5,0,1,33.116667,29.033333,EG
RAS ABU ZANIMAH (EG),2022,5,Tanker,9,0,0,33.116667,29.033333,EG
RAS ABU ZANIMAH (EG),2022,5,Cargo,2,0,0,33.116667,29.033333,EG
RAS ABU ZANIMAH (EG),2022,6,Tanker,11,0,0,33.116667,29.033333,EG
RAS ABU ZANIMAH (EG),2022,6,Cargo,3,0,0,33.116667,29.033333,EG
RAS ABU ZANIMAH (EG),2022,7,Cargo,2,0,0,33.116667,29.033333,EG
RAS ABU ZANIMAH (EG),2022,7,Tanker,7,0,0,33.116667,29.033333,EG
RAS ABU ZANIMAH (EG),2022,8,Tanker,8,0,0,33.116667,29.033333,EG
RAS ABU ZANIMAH (EG),2022,8,Cargo,6,0,0,33.116667,29.033333,EG
RAS ABU ZANIMAH (EG),2022,9,Tanker,9,0,0,33.116667,29.033333,EG
RAS ABU ZANIMAH (EG),2022,9,Cargo,5,1,1,33.116667,29.033333,EG
RAS ABU ZANIMAH (EG),2022,10,Tanker,9,0,0,33.116667,29.033333,EG
RAS ABU ZANIMAH (EG),2022,10,Cargo,7,0,1,33.116667,29.033333,EG
RAS GHARIB (EG),2021,8,Tanker,1,0,0,33.1,28.35,EG
RAS GHARIB (EG),2021,8,Cargo,3,0,0,33.1,28.35,EG
RAS GHARIB (EG),2021,9,Cargo,4,0,1,33.1,28.35,EG
RAS GHARIB (EG),2021,9,Tanker,1,0,0,33.1,28.35,EG
RAS GHARIB (EG),2021,10,Cargo,8,0,0,33.1,28.35,EG
RAS GHARIB (EG),2021,11,Cargo,4,0,0,33.1,28.35,EG
RAS GHARIB (EG),2021,12,Cargo,2,0,0,33.1,28.35,EG
RAS GHARIB (EG),2021,12,Tanker,3,1,1,33.1,28.35,EG
RAS GHARIB (EG),2022,1,Cargo,3,0,0,33.1,28.35,EG
RAS GHARIB (EG),2022,1,Tanker,1,0,0,33.1,28.35,EG
RAS GHARIB (EG),2022,2,Cargo,6,0,1,33.1,28.35,EG
RAS GHARIB (EG),2022,3,Cargo,5,1,0,33.1,28.35,EG
RAS GHARIB (EG),2022,3,Tanker,2,0,2,33.1,28.35,EG
RAS GHARIB (EG),2022,4,Cargo,7,0,1,33.1,28.35,EG
RAS GHARIB (EG),2022,4,Tanker,1,0,0,33.1,28.35,EG
RAS GHARIB (EG),2022,5,Tanker,3,0,0,33.1,28.35,EG
RAS GHARIB (EG),2022,5,Cargo,4,0,0,33.1,28.35,EG
RAS GHARIB (EG),2022,6,Cargo,4,0,0,33.1,28.35,EG
RAS GHARIB (EG),2022,7,Cargo,8,0,0,33.1,28.35,EG
RAS GHARIB (EG),2022,7,Tanker,1,0,0,33.1,28.35,EG
RAS GHARIB (EG),2022,8,Cargo,9,0,1,33.1,28.35,EG
RAS GHARIB (EG),2022,9,Tanker,5,0,0,33.1,28.35,EG
RAS GHARIB (EG),2022,9,Cargo,5,0,0,33.1,28.35,EG
RAS GHARIB (EG),2022,10,Cargo,7,0,1,33.1,28.35,EG
RAS GHARIB (EG),2022,10,Tanker,2,0,0,33.1,28.35,EG
RAS SHUKHIER (EG),2021,8,Tanker,9,0,0,33.283333,28.133333,EG
RAS SHUKHIER (EG),2021,8,Cargo,3,0,0,33.283333,28.133333,EG
RAS SHUKHIER (EG),2021,9,Tanker,4,0,0,33.283333,28.133333,EG
RAS SHUKHIER (EG),2021,9,Cargo,6,0,1,33.283333,28.133333,EG
RAS SHUKHIER (EG),2021,10,Tanker,7,0,0,33.283333,28.133333,EG
RAS SHUKHIER (EG),2021,10,Cargo,6,0,0,33.283333,28.133333,EG
RAS SHUKHIER (EG),2021,11,Tanker,9,0,0,33.283333,28.133333,EG
RAS SHUKHIER (EG),2021,11,Cargo,5,0,0,33.283333,28.133333,EG
RAS SHUKHIER (EG),2021,12,Tanker,9,1,1,33.283333,28.133333,EG
RAS SHUKHIER (EG),2021,12,Cargo,2,0,0,33.283333,28.133333,EG
RAS SHUKHIER (EG),2022,1,Cargo,5,0,0,33.283333,28.133333,EG
RAS SHUKHIER (EG),2022,1,Tanker,8,1,0,33.283333,28.133333,EG
RAS SHUKHIER (EG),2022,2,Tanker,5,0,0,33.283333,28.133333,EG
RAS SHUKHIER (EG),2022,2,Cargo,6,0,1,33.283333,28.133333,EG
RAS SHUKHIER (EG),2022,3,Tanker,7,0,1,33.283333,28.133333,EG
RAS SHUKHIER (EG),2022,3,Cargo,3,1,0,33.283333,28.133333,EG
RAS SHUKHIER (EG),2022,4,Cargo,10,0,1,33.283333,28.133333,EG
RAS SHUKHIER (EG),2022,4,Tanker,5,0,0,33.283333,28.133333,EG
RAS SHUKHIER (EG),2022,5,Tanker,9,0,0,33.283333,28.133333,EG
RAS SHUKHIER (EG),2022,5,Cargo,5,0,0,33.283333,28.133333,EG
RAS SHUKHIER (EG),2022,6,Cargo,5,0,0,33.283333,28.133333,EG
RAS SHUKHIER (EG),2022,6,Tanker,5,0,0,33.283333,28.133333,EG
RAS SHUKHIER (EG),2022,7,Cargo,8,0,0,33.283333,28.133333,EG
RAS SHUKHIER (EG),2022,7,Tanker,4,0,0,33.283333,28.133333,EG
RAS SHUKHIER (EG),2022,8,Cargo,6,0,1,33.283333,28.133333,EG
RAS SHUKHIER (EG),2022,8,Tanker,3,0,0,33.283333,28.133333,EG
RAS SHUKHIER (EG),2022,9,Tanker,9,0,0,33.283333,28.133333,EG
RAS SHUKHIER (EG),2022,9,Cargo,7,0,0,33.283333,28.133333,EG
RAS SHUKHIER (EG),2022,10,Cargo,9,0,1,33.283333,28.133333,EG
RAS SHUKHIER (EG),2022,10,Tanker,3,0,0,33.283333,28.133333,EG
RAS SUDR (EG),2021,8,Cargo,1,0,0,32.7,29.583333,EG
RAS SUDR (EG),2021,8,Tanker,2,0,0,32.7,29.583333,EG
RAS SUDR (EG),2021,9,Tanker,1,0,0,32.7,29.583333,EG
RAS SUDR (EG),2021,10,Tanker,1,0,0,32.7,29.583333,EG
RAS SUDR (EG),2021,11,Tanker,1,0,0,32.7,29.583333,EG
RAS SUDR (EG),2021,12,Tanker,1,0,0,32.7,29.583333,EG
RAS SUDR (EG),2022,1,Tanker,1,0,0,32.7,29.583333,EG
