geo_name,date_year,date_month,vessel_type,total,UA,RU,longitude,latitude,iso2
YALTA (UA),2022,4,Cargo,2,2,2,34.166667,44.483333,UA
YALTA (UA),2022,4,Tanker,2,2,2,34.166667,44.483333,UA
YALTA (UA),2022,5,Cargo,1,1,1,34.166667,44.483333,UA
YALTA (UA),2022,7,Cargo,2,2,2,34.166667,44.483333,UA
YALTA (UA),2022,8,Cargo,1,1,1,34.166667,44.483333,UA
YALTA (UA),2022,9,Cargo,2,2,2,34.166667,44.483333,UA
YEVPATORIYA (UA),2021,11,Cargo,2,2,2,33.383333,45.2,UA
YEVPATORIYA (UA),2022,5,Cargo,1,1,0,33.383333,45.2,UA
YEVPATORIYA (UA),2022,8,Cargo,1,1,0,33.383333,45.2,UA
YEYSK (RU),2021,8,Cargo,99,22,99,38.266667,46.733333,RU
YEYSK (RU),2021,8,Tanker,21,5,21,38.266667,46.733333,RU
YEYSK (RU),2021,9,Cargo,96,34,96,38.266667,46.733333,RU
YEYSK (RU),2021,9,Tanker,19,6,19,38.266667,46.733333,RU
YEYSK (RU),2021,10,Cargo,93,19,93,38.266667,46.733333,RU
YEYSK (RU),2021,10,Tanker,16,6,16,38.266667,46.733333,RU
YEYSK (RU),2021,11,Cargo,98,27,98,38.266667,46.733333,RU
YEYSK (RU),2021,11,Tanker,20,4,20,38.266667,46.733333,RU
YEYSK (RU),2021,12,Cargo,95,29,95,38.266667,46.733333,RU
YEYSK (RU),2021,12,Tanker,29,5,29,38.266667,46.733333,RU
YEYSK (RU),2022,1,Cargo,82,32,82,38.266667,46.733333,RU
YEYSK (RU),2022,1,Tanker,21,5,21,38.266667,46.733333,RU
YEYSK (RU),2022,2,Cargo,69,27,69,38.266667,46.733333,RU
YEYSK (RU),2022,2,Tanker,18,3,18,38.266667,46.733333,RU
YEYSK (RU),2022,3,Cargo,15,5,15,38.266667,46.733333,RU
YEYSK (RU),2022,3,Tanker,6,0,6,38.266667,46.733333,RU
YEYSK (RU),2022,4,Cargo,3,0,3,38.266667,46.733333,RU
YEYSK (RU),2022,4,Tanker,1,0,1,38.266667,46.733333,RU
YEYSK (RU),2022,5,Cargo,6,4,6,38.266667,46.733333,RU
YEYSK (RU),2022,5,Tanker,1,0,1,38.266667,46.733333,RU
YEYSK (RU),2022,6,Cargo,3,1,3,38.266667,46.733333,RU
YEYSK (RU),2022,6,Tanker,1,0,1,38.266667,46.733333,RU
YEYSK (RU),2022,7,Cargo,37,8,37,38.266667,46.733333,RU
YEYSK (RU),2022,7,Tanker,4,0,4,38.266667,46.733333,RU
YEYSK (RU),2022,8,Cargo,99,27,99,38.266667,46.733333,RU
YEYSK (RU),2022,8,Tanker,18,4,18,38.266667,46.733333,RU
YEYSK (RU),2022,9,Cargo,84,23,84,38.266667,46.733333,RU
YEYSK (RU),2022,9,Tanker,12,6,12,38.266667,46.733333,RU
YEYSK (RU),2022,10,Cargo,127,29,127,38.266667,46.733333,RU
YEYSK (RU),2022,10,Tanker,28,8,28,38.266667,46.733333,RU
YUZHNYY (UA),2021,8,Cargo,217,217,31,31.016667,46.6,UA
YUZHNYY (UA),2021,8,Tanker,36,36,8,31.016667,46.6,UA
YUZHNYY (UA),2021,9,Cargo,185,185,33,31.016667,46.6,UA
YUZHNYY (UA),2021,9,Tanker,37,37,9,31.016667,46.6,UA
YUZHNYY (UA),2021,10,Cargo,211,211,40,31.016667,46.6,UA
YUZHNYY (UA),2021,10,Tanker,42,42,8,31.016667,46.6,UA
YUZHNYY (UA),2021,11,Cargo,238,238,38,31.016667,46.6,UA
YUZHNYY (UA),2021,11,Tanker,45,45,12,31.016667,46.6,UA
YUZHNYY (UA),2021,12,Cargo,238,238,38,31.016667,46.6,UA
YUZHNYY (UA),2021,12,Tanker,41,41,10,31.016667,46.6,UA
YUZHNYY (UA),2022,1,Cargo,221,221,35,31.016667,46.6,UA
YUZHNYY (UA),2022,1,Tanker,32,32,6,31.016667,46.6,UA
YUZHNYY (UA),2022,2,Cargo,222,222,37,31.016667,46.6,UA
YUZHNYY (UA),2022,2,Tanker,34,34,7,31.016667,46.6,UA
YUZHNYY (UA),2022,3,Cargo,6,6,0,31.016667,46.6,UA
YUZHNYY (UA),2022,4,Cargo,4,4,0,31.016667,46.6,UA
YUZHNYY (UA),2022,5,Cargo,5,5,0,31.016667,46.6,UA
YUZHNYY (UA),2022,6,Cargo,3,3,0,31.016667,46.6,UA
YUZHNYY (UA),2022,7,Cargo,4,4,0,31.016667,46.6,UA
YUZHNYY (UA),2022,8,Cargo,19,19,2,31.016667,46.6,UA
YUZHNYY (UA),2022,8,Tanker,2,2,0,31.016667,46.6,UA
YUZHNYY (UA),2022,9,Cargo,48,48,6,31.016667,46.6,UA
YUZHNYY (UA),2022,9,Tanker,10,10,0,31.016667,46.6,UA
YUZHNYY (UA),2022,10,Cargo,85,85,1,31.016667,46.6,UA
YUZHNYY (UA),2022,10,Tanker,10,10,0,31.016667,46.6,UA
ZAFARANA TERMINAL (EG),2021,8,Tanker,5,0,0,32.683333,29.166667,EG
ZAFARANA TERMINAL (EG),2021,8,Cargo,4,0,0,32.683333,29.166667,EG
ZAFARANA TERMINAL (EG),2021,9,Cargo,6,0,1,32.683333,29.166667,EG
ZAFARANA TERMINAL (EG),2021,9,Tanker,4,0,0,32.683333,29.166667,EG
ZAFARANA TERMINAL (EG),2021,10,Cargo,12,0,1,32.683333,29.166667,EG
ZAFARANA TERMINAL (EG),2021,10,Tanker,5,0,1,32.683333,29.166667,EG
ZAFARANA TERMINAL (EG),2021,11,Cargo,8,1,1,32.683333,29.166667,EG
ZAFARANA TERMINAL (EG),2021,11,Tanker,1,0,0,32.683333,29.166667,EG
ZAFARANA TERMINAL (EG),2021,12,Cargo,6,0,0,32.683333,29.166667,EG
ZAFARANA TERMINAL (EG),2021,12,Tanker,6,1,1,32.683333,29.166667,EG
ZAFARANA TERMINAL (EG),2022,1,Cargo,8,1,0,32.683333,29.166667,EG
ZAFARANA TERMINAL (EG),2022,1,Tanker,3,1,0,32.683333,29.166667,EG
ZAFARANA TERMINAL (EG),2022,2,Cargo,8,0,1,32.683333,29.166667,EG
ZAFARANA TERMINAL (EG),2022,2,Tanker,2,0,0,32.683333,29.166667,EG
ZAFARANA TERMINAL (EG),2022,3,Cargo,8,1,0,32.683333,29.166667,EG
ZAFARANA TERMINAL (EG),2022,3,Tanker,5,0,2,32.683333,29.166667,EG
ZAFARANA TERMINAL (EG),2022,4,Cargo,11,0,1,32.683333,29.166667,EG
ZAFARANA TERMINAL (EG),2022,4,Tanker,3,0,1,32.683333,29.166667,EG
ZAFARANA TERMINAL (EG),2022,5,Cargo,6,0,0,32.683333,29.166667,EG
ZAFARANA TERMINAL (EG),2022,5,Tanker,5,0,0,32.683333,29.166667,EG
ZAFARANA TERMINAL (EG),2022,6,Cargo,6,0,0,32.683333,29.166667,EG
ZAFARANA TERMINAL (EG),2022,6,Tanker,3,0,1,32.683333,29.166667,EG
ZAFARANA TERMINAL (EG),2022,7,Cargo,14,0,1,32.683333,29.166667,EG
ZAFARANA TERMINAL (EG),2022,7,Tanker,4,0,0,32.683333,29.166667,EG
ZAFARANA TERMINAL (EG),2022,8,Cargo,15,0,1,32.683333,29.166667,EG
ZAFARANA TERMINAL (EG),2022,8,Tanker,4,0,0,32.683333,29.166667,EG
ZAFARANA TERMINAL (EG),2022,9,Tanker,9,0,0,32.683333,29.166667,EG
ZAFARANA TERMINAL (EG),2022,9,Cargo,10,0,0,32.683333,29.166667,EG
ZAFARANA TERMINAL (EG),2022,10,Cargo,11,0,1,32.683333,29.166667,EG
ZAFARANA TERMINAL (EG),2022,10,Tanker,4,0,0,32.683333,29.166667,EG
ZANZIBAR (TZ),2021,8,Cargo,9,0,0,39.183333,-6.166667,TZ
ZANZIBAR (TZ),2021,8,Tanker,11,0,0,39.183333,-6.166667,TZ
ZANZIBAR (TZ),2021,9,Tanker,9,0,0,39.183333,-6.166667,TZ
ZANZIBAR (TZ),2021,9,Cargo,8,0,1,39.183333,-6.166667,TZ
ZANZIBAR (TZ),2021,10,Cargo,9,0,1,39.183333,-6.166667,TZ
ZANZIBAR (TZ),2021,10,Tanker,9,0,0,39.183333,-6.166667,TZ
ZANZIBAR (TZ),2021,11,Cargo,9,0,0,39.183333,-6.166667,TZ
ZANZIBAR (TZ),2021,11,Tanker,9,0,0,39.183333,-6.166667,TZ
ZANZIBAR (TZ),2021,12,Tanker,8,0,0,39.183333,-6.166667,TZ
ZANZIBAR (TZ),2021,12,Cargo,9,0,0,39.183333,-6.166667,TZ
ZANZIBAR (TZ),2022,1,Cargo,9,1,0,39.183333,-6.166667,TZ
ZANZIBAR (TZ),2022,1,Tanker,8,0,0,39.183333,-6.166667,TZ
ZANZIBAR (TZ),2022,2,Tanker,6,0,0,39.183333,-6.166667,TZ
ZANZIBAR (TZ),2022,2,Cargo,9,0,0,39.183333,-6.166667,TZ
ZANZIBAR (TZ),2022,3,Tanker,7,0,0,39.183333,-6.166667,TZ
ZANZIBAR (TZ),2022,3,Cargo,12,0,0,39.183333,-6.166667,TZ
ZANZIBAR (TZ),2022,4,Tanker,8,0,0,39.183333,-6.166667,TZ
ZANZIBAR (TZ),2022,4,Cargo,12,0,0,39.183333,-6.166667,TZ
ZANZIBAR (TZ),2022,5,Cargo,11,0,0,39.183333,-6.166667,TZ
ZANZIBAR (TZ),2022,5,Tanker,12,0,0,39.183333,-6.166667,TZ
ZANZIBAR (TZ),2022,6,Cargo,12,0,0,39.183333,-6.166667,TZ
ZANZIBAR (TZ),2022,6,Tanker,8,0,0,39.183333,-6.166667,TZ
ZANZIBAR (TZ),2022,7,Tanker,7,0,0,39.183333,-6.166667,TZ
ZANZIBAR (TZ),2022,7,Cargo,11,0,0,39.183333,-6.166667,TZ
ZANZIBAR (TZ),2022,8,Tanker,8,0,0,39.183333,-6.166667,TZ
ZANZIBAR (TZ),2022,8,Cargo,6,0,0,39.183333,-6.166667,TZ
ZANZIBAR (TZ),2022,9,Cargo,8,0,0,39.183333,-6.166667,TZ
ZANZIBAR (TZ),2022,9,Tanker,9,0,0,39.183333,-6.166667,TZ
ZANZIBAR (TZ),2022,10,Cargo,9,0,0,39.183333,-6.166667,TZ
ZANZIBAR (TZ),2022,10,Tanker,7,0,0,39.183333,-6.166667,TZ
ZEIT BAY LPG TERMINAL (EG),2021,8,Tanker,4,0,0,33.566667,27.8,EG
ZEIT BAY LPG TERMINAL (EG),2021,8,Cargo,2,0,0,33.566667,27.8,EG
ZEIT BAY LPG TERMINAL (EG),2021,9,Tanker,4,0,0,33.566667,27.8,EG
ZEIT BAY LPG TERMINAL (EG),2021,9,Cargo,5,0,1,33.566667,27.8,EG
ZEIT BAY LPG TERMINAL (EG),2021,10,Cargo,5,0,0,33.566667,27.8,EG
ZEIT BAY LPG TERMINAL (EG),2021,10,Tanker,2,0,0,33.566667,27.8,EG
ZEIT BAY LPG TERMINAL (EG),2021,11,Tanker,3,0,0,33.566667,27.8,EG
ZEIT BAY LPG TERMINAL (EG),2021,11,Cargo,3,0,0,33.566667,27.8,EG
ZEIT BAY LPG TERMINAL (EG),2021,12,Cargo,1,0,0,33.566667,27.8,EG
ZEIT BAY LPG TERMINAL (EG),2021,12,Tanker,6,1,1,33.566667,27.8,EG
ZEIT BAY LPG TERMINAL (EG),2022,1,Tanker,5,1,0,33.566667,27.8,EG
ZEIT BAY LPG TERMINAL (EG),2022,1,Cargo,5,0,0,33.566667,27.8,EG
ZEIT BAY LPG TERMINAL (EG),2022,2,Tanker,1,0,0,33.566667,27.8,EG
ZEIT BAY LPG TERMINAL (EG),2022,2,Cargo,3,0,0,33.566667,27.8,EG
ZEIT BAY LPG TERMINAL (EG),2022,3,Tanker,3,0,1,33.566667,27.8,EG
ZEIT BAY LPG TERMINAL (EG),2022,3,Cargo,1,0,0,33.566667,27.8,EG
ZEIT BAY LPG TERMINAL (EG),2022,4,Tanker,4,0,0,33.566667,27.8,EG
ZEIT BAY LPG TERMINAL (EG),2022,4,Cargo,8,0,1,33.566667,27.8,EG
ZEIT BAY LPG TERMINAL (EG),2022,5,Tanker,4,0,0,33.566667,27.8,EG
ZEIT BAY LPG TERMINAL (EG),2022,5,Cargo,5,0,0,33.566667,27.8,EG
ZEIT BAY LPG TERMINAL (EG),2022,6,Tanker,3,0,0,33.566667,27.8,EG
ZEIT BAY LPG TERMINAL (EG),2022,6,Cargo,5,0,0,33.566667,27.8,EG
ZEIT BAY LPG TERMINAL (EG),2022,7,Cargo,9,0,0,33.566667,27.8,EG
ZEIT BAY LPG TERMINAL (EG),2022,7,Tanker,4,0,0,33.566667,27.8,EG
ZEIT BAY LPG TERMINAL (EG),2022,8,Cargo,7,0,1,33.566667,27.8,EG
ZEIT BAY LPG TERMINAL (EG),2022,8,Tanker,3,0,0,33.566667,27.8,EG
ZEIT BAY LPG TERMINAL (EG),2022,9,Tanker,7,0,0,33.566667,27.8,EG
ZEIT BAY LPG TERMINAL (EG),2022,9,Cargo,5,0,0,33.566667,27.8,EG
ZEIT BAY LPG TERMINAL (EG),2022,10,Cargo,6,0,1,33.566667,27.8,EG
ZEIT BAY LPG TERMINAL (EG),2022,10,Tanker,2,0,0,33.566667,27.8,EG
ZEIT BAY TERMINAL (EG),2021,9,Cargo,1,0,0,33.6,27.833333,EG
ZEIT BAY TERMINAL (EG),2022,1,Cargo,1,0,0,33.6,27.833333,EG
ZEIT BAY TERMINAL (EG),2022,2,Cargo,1,0,0,33.6,27.833333,EG
ZEIT BAY TERMINAL (EG),2022,3,Cargo,1,1,0,33.6,27.833333,EG
ZEIT BAY TERMINAL (EG),2022,7,Cargo,2,0,0,33.6,27.833333,EG
ZEIT BAY TERMINAL (EG),2022,9,Cargo,2,0,0,33.6,27.833333,EG
ZEIT BAY TERMINAL (EG),2022,9,Tanker,1,0,0,33.6,27.833333,EG
ZEIT BAY TERMINAL (EG),2022,10,Cargo,2,0,0,33.6,27.833333,EG
